assembly_models_name,code_form_no,ata_code,reference_amp,description,category_code,issue_date,directive_no,is_rii,show_in_c_of_a,estimated_man_hours,note,applicability
BELL 429,M031,25,FAA AD 98-25-10 R1,To prevent failure of seat restraint system,MIS,14-Jan-2000,DGCA/New-Misc/31,,,0:00, ,"Aircraft Belts Model CS,CT,FM, FN,GK, GL,JD,JE,JTJU,MD,ME,MM,NB,PM,PN,RG, and RH seat restraint systems.(For futher info refer AD)"
BELL 429,M031,1,FAA AD 98-25-10R1,To prevent failure of seat restraint system,MIS,14-Jan-2000,DGCA/New-Misc/31,,,0:00, ,"Aircraft Belts INC; Model CS, CT, FM,FN,GK, GL, JD, JE, JTJU, MD,ME,MM,NB,PM,PN, RG, and RH seat restraint systems.(For futher info refer AD)."
BELL 429,M031,25,FAA AD 98-25-10 R1,To prevent failure of seat restraint system,MIS,14-Jan-2000,DGCA/New-Misc/31,,,0:00, ,"Aircraft Belts Model CS,CT,FM, FN,GK, GL,JD,JE,JTJU,MD,ME,MM,NB,PM,PN,RG, and RH seat restraint systems.(For futher info refer AD)"
BELL 429,M031,25,FAA AD 98-25-10R1,To prevent failure of seat restraint system,MIS,14-Jan-2000,DGCA/New-Misc/31,,,0:00, ,"Aircraft Belts Model CS, CT, FM, FN, GK, GL, JD, JE, JTJU, MD, ME, MM, NB,P M, PN, RG, and RH seat restraint systems.(For futher info refer AD)."
BELL 429,M031,25,FAA AD 98-25-10 R1,To prevent failure of seat restraint system,MIS,14-Jan-2000,DGCA/New-Misc/31,,,0:00, ,"Aircraft Belts Model CS,CT,FM, FN,GK, GL,JD,JE,JTJU,MD,ME,MM,NB,PM,PN,RG, and RH seat restraint systems.(For futher info refer AD)"
BELL 429,M032,100,FAA AD 97-05-03(R1),To prevent deviation from intended flight path during a non precision approach.,MIS#,20-Apr-1999,DGCA/New-Misc/32,,,0:00, ,"Models GNS-XLS and GNS-XL global positioning systems (GPS), P/N 17960-0102-XXXX and P/N 18355-0101-XXXX"
BELL 429,M032,100,FAA AD 97-05-03(R1),To prevent deviation from intended flight path during a non precision approach.,MIS,20-Apr-1999,DGCA/New-Misc/32,,,0:00, ,"AlliedSignal Models s GNS-XLS and GNS-XL global positioning systems (GPS), P/N 17960-0102-XXXX and P/N 18355-0101-XXXX"
BELL 429,M032,100,FAA AD 97-05-03(R1),To prevent deviation from intended flight path during a non precision approach.,MIS,20-Apr-1999,DGCA/New-Misc/32,,,0:00, ,"Models GNS-XLS and GNS-XL global positioning systems (GPS), P/N 17960-0102-XXXX and P/N 18355-0101-XXXX"
BELL 429,M032,100,FAA AD 97-05-03(R1),To prevent deviation from intended flight path during a non precision approach.,MIS,20-Apr-1999,DGCA/New-Misc/32,,,0:00, ,"Models GNS-XLS and GNS-XL global positioning systems (GPS), P/N 17960-0102-XXXX and P/N 18355-0101-XXXX"
BELL 429,M032,100,FAA AD 97-05-03R1,To prevent deviation from intended flight path during a non precision approach.,MIS,20-Apr-1999,DGCA/New-Misc/32,,,0:00, ,"Models GNS-XLS and GNS-XL global positioning systems (GPS),P/N 17960-0102-XXXX and P/N 18355-0101-XXXX"
BELL 429,M032,100,FAA AD 97-05-03(R1),To prevent deviation from intended flight path during a non precision approach.,MIS,20-Apr-1999,DGCA/New-Misc/32,,,0:00, ,"Models GNS-XLS and GNS-XL global positioning systems (GPS), P/N 17960-0102-XXXX and P/N 18355-0101-XXXX"
BELL 429,M032,100,FAA AD 97-05-03(R1),To prevent deviation from intended flight path during a non precision approach.,MIS,20-Apr-1999,DGCA/New-Misc/32,,,0:00, ,"Models GNS-XLS and GNS-XL global positioning systems (GPS), P/N 17960-0102-XXXX and P/N 18355-0101-XXXX"
BELL 429,M032,22,FAA AD 97-05-03 R1,To prevent deviation from intended flight path during a non precision approach.,MIS,20-Apr-1999,DGCA/New-Misc/32,,,0:00, ,"Models GNS-XLS and GNS-XL global positioning systems (GPS), P/N 17960-0102-XXXX and P/N 18355-0101-XXXX"
BELL 429,M032,100,FAA AD 97-05-03R1,To prevent deviation from intended flight path during a non precision approach.,MIS,20-Apr-1999,DGCA/New-Misc/32,,,0:00, ,"Models GNS-XLS and GNS-XL global positioning systems (GPS),P/N 17960-0102-XXXX and P/N 18355-0101-XXXX"
BELL 429,M033,35,FAA AD 99-08-21,To prevent reduced Oxygen consumption when passengers are required to use defective oxygen masks which could result in passenger injury,MIS#,02-Jun-1999,DGCA/New-Misc/33,,,0:00, ,Puritan-Bennett Aero Systems Company C351-2000 Series Passenger Oxygen Masks and Portable Oxygen Masks(For P/N Refer AD)
BELL 429,M033,35,FAA AD 99-08-21,To prevent reduced Oxygen consumption when passengers are required to use defective oxygen masks which could result in passenger injury,MIS,02-Jun-1999,DGCA/New-Misc/33,,,0:00, ,Puritan-Bennett Aero Systems Company C351-2000 Series Passenger Oxygen Masks and Portable Oxygen Masks(For P/N Refer AD).
BELL 429,M033,35,FAA AD 99-08-21,To prevent reduced Oxygen consumption when passengers are required to use defective oxygen masks which could result in passenger injury,MIS,02-Jun-1999,DGCA/New-Misc/33,,,0:00, ,Puritan-Bennett Aero Systems Company C351-2000 Series Passenger Oxygen Masks and Portable Oxygen Masks(For P/N Refer AD)
BELL 429,M033,35,FAA AD 99-08-21,To prevent reduced Oxygen consumption when passengers are required to use defective oxygen masks.which could result in passenger inquiry,MIS,06-Feb-1999,DGCA/New-Misc/33,,,0:00, ,Puritan-Bennett Aero Systems Company C351-2000 Series Passenger Oxygen Masks and Portable Oxygen Masks(For P/N Refer AD)
BELL 429,M033,35,FAA AD 99-08-21,To prevent reduced Oxygen consumption when passengers are required to use defective oxygen masks which could result in passenger injury,MIS,02-Jun-1999,DGCA/New-Misc/33,,,0:00, ,Puritan-Bennett Aero Systems Company C351-2000 Series Passenger Oxygen Masks and Portable Oxygen Masks(For P/N Refer AD).
BELL 429,M033,34,FAA AD 99-08-21,"To prevent reduced Oxygen consumption when passengers are required to use defective oxygen masks, which could result in passenger injury.",MIS,02-Jun-1999,DGCA/New-Misc/33,,,0:00, ,Puritan-Bennett Aero Systems Company C351-2000 Series Passenger Oxygen Masks and Portable Oxygen Masks(For P/N Refer AD)
BELL 429,M033,35,FAA AD 99-08-21,To prevent reduced Oxygen consumption when passengers are required to use defective oxygen masks which could result in passenger injury,MIS,02-Jun-1999,DGCA/New-Misc/33,,,0:00, ,Puritan-Bennett Aero Systems Company C351-2000 Series Passenger Oxygen Masks and Portable Oxygen Masks(For P/N Refer AD).
BELL 429,M033,35,FAA AD 99-08-21,To prevent reduced Oxygen consumption when passengers are required to use defective oxygen masks which could result in passenger injury,MIS,02-Jun-1999,DGCA/New-Misc/33,,,0:00, ,Puritan-Bennett Aero Systems Company C351-2000 Series Passenger Oxygen Masks and Portable Oxygen Masks(For P/N Refer AD).
BELL 429,M033,35,FAA AD 99-08-21,To prevent reduced Oxygen consumption when passengers are required to use defective oxygen masks.which could result in passenger inquiry,MIS,06-Feb-1999,DGCA/New-Misc/33,,,0:00, ,Puritan-Bennett Aero Systems Company C351-2000 Series Passenger Oxygen Masks and Portable Oxygen Masks(For P/N Refer AD)
BELL 429,M034,34,DGAC AD 1999-298(AB) R2,Allied Signal-VHF COM receiver bandwidth reduction,MIS#,07-Aug-1999,DGCA/New-Misc/34,,,0:00, ,"Concerns KX175B, KX175BE, KY195B, KY195BE equipment type all serial number."
BELL 429,M034,23,DGCA AD 1999-298(AB),Allied Signal-VHF COM receiver bandwidth reduction,MIS,07-Aug-1999,DGCA/New-Misc/34,,,0:00, ,"Concerns KX175B, KX175BE, KY195B, KY195BE equipment type all serial number."
BELL 429,M034,23,DGCA AD 1999-298(AB),Allied Signal-VHF COM receiver bandwidth reduction,MIS,07-Aug-1999,DGCA/New-Misc/34,,,0:00, ,"Concerns KX175B, KX175BE, KY195B, KY195BE equipment type all serial number."
BELL 429,M034,23,DGAC AD 1999-298 (AB) R2 (Cancelled),Allied Signal - VHF COM receiver band-width reduction,MIS,12-Mar-2005,DGCA/New-Misc/34,,,0:00, ,AD cancelled by DGAC authority
BELL 429,M034,23,DGCA AD 1999-298(AB),Allied Signal-VHF COM receiver bandwidth reduction,MIS,07-Aug-1999,DGCA/New-Misc/34,,,0:00, ,"Concerns KX175B, KX175BE, KY195B, KY195BE equipment type all serial number."
BELL 429,M034,23,DGCA AD 1999-298(AB),Allied Signal-VHF COM receiver bandwidth reduction,MIS,07-Aug-1999,DGCA/New-Misc/34,,,0:00, ,"Concerns KX175B, KX175BE, KY195B, KY195BE equipment type all serial number."
BELL 429,M036,34,FAA A 99-12-06,To prevent VHF Navigation receiver interference from FM radio station broadcast frequencies,MIS#,23-Jul-1999,DGCA/New-Misc/36,,,0:00, ,"AlliedSignal Inc. VN 411B Very High Frequency (VHF) Navigation Receivers For P/N,S/N refer AD."
BELL 429,M036,23,FAA A 99-12-06,To prevent VHF Nav receiver interferencefrom FM radio station broadcast frequency,MIS,23-Jul-1999,DGCA/New-Misc/36,,,0:00, ,"AlliedSignal Inc. VN 411B Very High Frequency (VHF) Navigation Receivers For Part Number,Serial Number refer AD."
BELL 429,M036,23,FAA AD99-12-06,To prevent VHF navigation receiver interference from FM radio station broadcast frequencies,MIS,23-Jul-1999,DGCA/New-Misc/36,,,0:00, ,"Allied Signal Inc. VN 411B Very High Frequency (VHF) Navigation Receivers For P/N, S/N refer AD."
BELL 429,M036,23,FAA A 99-12-06,To prevent VHF Navigation receiver interference from FM radio station broadcast frequencies,MIS,23-Jul-1999,DGCA/New-Misc/36,,,0:00, ,"AlliedSignal Inc. VN 411B Very High Frequency (VHF) Navigation Receivers For P/N,S/N refer AD."
BELL 429,M036,23,FAA A 99-12-06,To prevent VHF Nav receiver interferencefrom FM radio station broadcast frequency,MIS,23-Jul-1999,DGCA/New-Misc/36,,,0:00, ,"AlliedSignal Inc. VN 411B Very High Frequency (VHF) Navigation Receivers For Part Number,Serial Number refer AD."
BELL 429,M036,23,FAA A 99-12-06,To prevent VHF Navigation receiver interference from FM radio station broadcast frequencies,MIS,23-Jul-1999,DGCA/New-Misc/36,,,0:00, ,"AlliedSignal Inc. VN 411B Very High Frequency (VHF) Navigation Receivers For P/N,S/N refer AD."
BELL 429,M036,23,FAA AD 99-12-06,To prevent VHF Navigation receiver interference from FM radio station broadcast frequencies,MIS,23-Jul-1999,DGCA/New-Misc/36,,,0:00, ,"AlliedSignal Inc. VN 411B Very High Frequency (VHF) Navigation Receivers For P/N,S/N refer AD."
BELL 429,M036,23,FAA A 99-12-06,To prevent VHF Navigation receiver interference from FM radio station broadcast frequencies,MIS,23-Jul-1999,DGCA/New-Misc/36,,,0:00, ,"AlliedSignal Inc. VN 411B Very High Frequency (VHF) Navigation Receivers For P/N,S/N refer AD."
BELL 429,M036,23,FAA A 99-12-06,To prevent VHF Navigation receiver interference from FM radio station broadcast frequencies,MIS,23-Jul-1999,DGCA/New-Misc/36,,,0:00, ,"AlliedSignal Inc. VN 411B Very High Frequency (VHF) Navigation Receivers For P/N,S/N refer AD."
BELL 429,M037,34,FAA AD 99-23-22R2,To prevent false traffic alert collision avoidance system (TCAS II),MIS#,20-Apr-2000,DGCA/New-Misc/37,,,0:00, ,"Transport category airplanes, certificated in any category, equipped with any Mode ""C"" transponder with single Gillham code altitude input,For P/N's refer AD."
BELL 429,M037,23,FAA AD 99-23-22R2,To prevent false traffic alert collision avoidance system (TACAS),MIS,20-Jun-2000,DGCA/New-Misc/37,,,0:00, ,"Transport category airplanes, certificated in any category, equipped with any Mode ""C"" transponder with single Gillham code altitude input,For P/N's refer AD."
BELL 429,M037,34,FAA AD 99-23-22R2,To prevent false traffic alert collision avoidance system (TACAS II),MIS,20-Apr-2000,DGCA/New-Misc/37,,,0:00, ,"Transport category airplanes, certificated in any category, equipped with any Mode ""C"" transponder with single Gillham code altitude input,For P/N's refer AD."
BELL 429,M037,34,FAA AD 99-23-22R2,To prevent false traffic alert collision avoidance system (TACAS II),MIS,20-Apr-2000,DGCA/New-Misc/37,,,0:00, ,"Transport category airplanes, certificated in any category, equipped with any Mode ""C"" transponder with single Gillham code altitude input,For P/N's refer AD."
BELL 429,M037,34,FAA AD 99-23-22R2,To prevent false traffic alert collision avoidance system (TACAS II),MIS,20-Apr-2000,DGCA/New-Misc/37,,,0:00, ,"Transport category airplanes, certificated in any category, equipped with any Mode ""C"" transponder with single Gillham code altitude input,For P/N's refer AD."
BELL 429,M037,34,FAA AD 99-23-22R2,To prevent false traffic alert collision avoidance system (TACAS II),MIS,20-Apr-2000,DGCA/New-Misc/37,,,0:00, ,"Transport category airplanes, certificated in any category, equipped with any Mode ""C"" transponder with single Gillham code altitude input,For P/N's refer AD."
BELL 429,M037,34,FAA AD 99-23-22R2,To prevent false traffic alert collision avoidance system (TACAS II),MIS,20-Apr-2000,DGCA/New-Misc/37,,,0:00, ,"Transport category airplanes, certificated in any category, equipped with any Mode ""C"" transponder with single Gillham code altitude input,For P/N's refer AD."
BELL 429,M037,23,FAA AD 99-23-22R2,To prevent false traffic alert collision avoidance system (TACAS),MIS,20-Jun-2000,DGCA/New-Misc/37,,,0:00, ,"Transport category airplanes, certificated in any category, equipped with any Mode ""C"" transponder with single Gillham code altitude input,For P/N's refer AD."
BELL 429,M037,34,FAA AD 99-23-22 R2,To prevent false traffic alert collision avoidance system (TCAS II),MIS,20-Apr-2000,DGCA/New-Misc/37,,,0:00, ,"Transport category airplanes, certificated in any category, equipped with any Mode ""C"" transponder with single Gillham code altitude input,For P/N's refer AD."
BELL 429,M038,34,FAA AD 99-23-24,To ensure the ILS receiver provide the flight crew with accurate glide slope path.,MIS#,20-Apr-2000,DGCA/New-Misc/38,,,0:00, ,"RIA-32A instrument landing system (ILS) navigation receivers, P/N 2070724-3201 and -3203 installed."
BELL 429,M038,34,FAA AD 99-23-24,To ensure the ils receiver provide the flight crew with accurate glide slope path.,MIS,12-Jun-1999,DGCA/New-Misc/38,,,0:00, ,"RIA-32A instrument landing system (ILS) navigation receivers,P/N 2070724-3201 and -3203 installed."
BELL 429,M038,34,FAA AD 99-23-24,To ensure the ILS receiver provide the flight crew with accurate glide slope path.,MIS,20-Apr-2000,DGCA/New-Misc/38,,,0:00, ,"RIA-32A instrument landing system (ILS) navigation receivers, P/N 2070724-3201 and -3203 installed."
BELL 429,M038,34,FAA AD 99-23-24,To ensure the ILS receiver provide the flight crew with accurate glide slope path.,MIS,20-Apr-2000,DGCA/New-Misc/38,,,0:00, ,"RIA-32A instrument landing system (ILS) navigation receivers, P/N 2070724-3201 and -3203 installed."
BELL 429,M038,34,FAA AD 99-23-24,To ensure the ils receiver provide the flight crew with accurate glide slope path.,MIS,12-Jun-1999,DGCA/New-Misc/38,,,0:00, ,"RIA-32A instrument landing system (ILS) navigation receivers,P/N 2070724-3201 and -3203 installed."
BELL 429,M038,34,FAA-AD-99-23-24,To ensure the ILS receiver provides the flight crew with accurate glide slope path,MIS,06-Jan-1999,DGCA/New-Misc/38,,,0:00, ,"Allied Signal RIA-32A insrument landing system naviagation receivers having part numbers 2070724-3201 amd-3203, as in but not limited to Airbus model and Boeing Models airplanes certified in any category."
BELL 429,M038,34,FAA AD 99-23-24,To ensure the ILS receiver provide the flight crew with accurate glide slope path.,MIS,20-Apr-2000,DGCA/New-Misc/38,,,0:00, ,"RIA-32A instrument landing system (ILS) navigation receivers, P/N 2070724-3201 and -3203 installed."
BELL 429,M038,34,FAA AD 99-23-24,To ensure the ILS receiver provide the flight crew with accurate glide slope path.,MIS,20-Apr-2000,DGCA/New-Misc/38,,,0:00, ,"RIA-32A instrument landing system (ILS) navigation receivers, P/N 2070724-3201 and -3203 installed."
BELL 429,M038,34,FAA AD 99-23-24,To ensure the ILS receiver provide the flight crew with accurate glide slope path.,MIS,20-Apr-2000,DGCA/New-Misc/38,,,0:00, ,"RIA-32A instrument landing system (ILS) navigation receivers, P/N 2070724-3201 and -3203 installed."
BELL 429,M039,37,FAA AD 99-24-10,Revised operating limitations for the affected standby vaccum systems in to the airoplane flight manual,MIS#,14-Jan-2000,DGCA/New-Misc/39,,,0:00, ,"Model SVS III standby vacuum systems installed, but not limited to refer this AD."
BELL 429,M039,37,FAA AD 99-24-10,Revised operating limitations for the affected standby vaccum systems in to the airoplane flight manual,MIS,14-Jan-2000,DGCA/New-Misc/39,,,0:00, ,"Model SVS III standby vacuum systems installed, but not limited to refer this AD."
BELL 429,M039,37,FAA AD 99-24-10,Revised operating limitations for the affected standby vaccum systems in to the airoplane flight manual,MIS,14-Jan-2000,DGCA/New-Misc/39,,,0:00, ,"Model SVS III standby vacuum systems installed, but not limited to refer this AD."
BELL 429,M039,37,FAA AD 99-24-10,Revised operating limitations for the affected standby vaccum systems in to the airoplane flight manual,MIS,14-Jan-2000,DGCA/New-Misc/39,,,0:00, ,"Model SVS III standby vacuum systems installed, but not limited to refer this AD."
BELL 429,M039,37,FAA AD 99-24-10,Revised operating limitations for the affected standby vaccum systems in to the airoplane flight manual,MIS,14-Jan-2000,DGCA/New-Misc/39,,,0:00, ,"Model SVS III standby vacuum systems installed, but not limited to refer this AD."
BELL 429,M039,37,FAA-AD-99-24-10,Revised operating limitations for the affected standby vacuum systems into the Airplane flight Manual.,MIS,14-Jan-2000,DGCA/New-Misc/39,,,0:00, ,"Model SVS III standby vacuum systems installed, but not limited to refer this AD."
BELL 429,M040,25,DGAC AD 2000-042(AB),Third Occupant Seat Head Rest Locking Point,MIS#,23-Mar-2000,DGCA/New-Misc/40,,,0:00, ,"All Model A319, A320, and A321 aircraft which have the SICMA Aero Seat 133 series third occupant seats For P/N and S/N refer AD."
BELL 429,M040,1,DGCA AD 2000-042(AB),Trird Occupant Seat Head Rest Locking Point,MIS,23-Jan-2000,DGCA/New-Misc/40,,,0:00, ,"All Model A319, A320, and A321 aircraft which have the SICMA Aero Seat 133 series third occupant seats For Part Number and Serial Number refer AD."
BELL 429,M040,25,DGCA AD 2000-042(AB),Third Occupant Seat Head Rest Locking Point,MIS,23-Mar-2000,DGCA/New-Misc/40,,,0:00, ,"All Model A319, A320, and A321 aircraft which have the SICMA Aero Seat 133 series third occupant seats For P/N and S/N refer AD."
BELL 429,M040,25,DGCA AD 2000-042(AB),Third Occupant Seat Head Rest Locking Point,MIS,23-Mar-2000,DGCA/New-Misc/40,,,0:00, ,"All Model A319, A320, and A321 aircraft which have the SICMA Aero Seat 133 series third occupant seats For P/N and S/N refer AD."
