part_no,description,part_type,location,min_stock_level,rate,unit,category,serialized_status
9912579-2,Hydraulic Filter,Vendor Part,,0,643,EACH,Expendable,
9912743-5,Brake Assembly,Vendor Part,,0,0,EACH,Rotable,
99130-002,solenoid Starter,OEM Part,,0,149.99,EACH,Expendable,
9914067-41,Oxygen Mask ( Alt P/N : MC10-15-109 ),Alternate Part,,0,0,EACH,Expendable,
9914402-4,precooler Assy,Vendor Part,,0,0,EACH,Repairable-On Condition,
9919105-1,Rest Assy,Vendor Part,,0,0,EACH,Expendable,
99193-3075290-3,Fan Blade,Vendor Part,,0,0,EACH,Rotable,
991D-1,Sensor,Vendor Part,,0,0,EACH,Expendable,
992.12S-3SN-2C07,"Plug, Chip Detector",Alternate Part,,0,0,EACH,Expendable,
99-212,Socket,Vendor Part,,0,0,EACH,Expendable,
99-222,Switch,Vendor Part,,0,0,EACH,Expendable,
99-222-6E1-19372,Annunciator,Alternate Part,,0,0,EACH,Expendable,
992-435-001,Drawing Index,Vendor Part,,0,0,EACH,Publications,
99-2713,"Tool, Rivet",Vendor Part,,0,0,EACH,Special Tool,
993101-105-5,Braid Bonding,Vendor Part,,0,0,EACH,Expendable,
993303-155-5,"Braid, Bonding",Vendor Part,VIIIA14,0,1.35,EACH,Expendable,
993303-203-5,Braid,Vendor Part,,0,0,EACH,Expendable,
993303-255-6,Braid,Vendor Part,,0,0,EACH,Expendable,
993503-005,"Jumper, Bonding",Vendor Part,IXB8,0,0,EACH,Expendable,
993503-175,"Braid, Bonding",Vendor Part,IXA4,0,0,EACH,Expendable,
99-364161-7,Transistor switch Assembly,Vendor Part,,0,0,EACH,Expendable,
99-380010-1,Valve Assembly butterfly,Vendor Part,,0,0,EACH,Component,
99-384012,"Label, Emergency Exit, Illuminating",Vendor Part,,0,0,EACH,Expendable,
99-384039,Altimeter,Vendor Part,,0,0,EACH,Instrument,
99-388004-7,Actuator,Vendor Part,,0,12415.42,EACH,Component,
99-388007-1,Sensor,Vendor Part,,0,0,EACH,Component,
99-430055,Placard,Vendor Part,,0,0,EACH,Expendable,
99-430055-5,Placard,Alternate Part,,0,0,EACH,Expendable,
99-4346-152,Packing,Alternate Part,,0,0,EACH,Expendable,
99-4347-04,Seal,Vendor Part,,0,0,EACH,Expendable,
99-4781-026,Packing,Alternate Part,,1,0,EACH,Expendable,
995-1271,Bulb,Vendor Part,,0,0,EACH,Expendable,
995-1273,FILAMENT,Vendor Part,,0,0,EACH,Expendable,
995209-004-31B6,Extrusion - TGB Cover,Vendor Part,,0,0,MTR,Expendable,
995-9182,Filament,Vendor Part,,2,0,EACH,Expendable,
99592-014,Hose Assy Discharge,OEM Part,,0,100.39,EACH,Expendable,
99592-015,Hose assy discharge,OEM Part,,0,81.05,EACH,Expendable,
99592-016,Hose suction assy,OEM Part,,0,153.06,EACH,Expendable,
99592-018,Hose Assy Discharge,OEM Part,,0,134.33,EACH,Expendable,
99592-019,Hose Assy Discharge,OEM Part,,0,188.76,EACH,Expendable,
99633-000,Duct hose connect,OEM Part,,0,81.05,EACH,Expendable,
99644-000,Filter-Evaporator,OEM Part,,0,12.95,EACH,Expendable,
99-716-759-00,Tray,Vendor Part,,0,0,EACH,Component,
99-8003-23,Torque Tube,Vendor Part,,0,0,EACH,Expendable,
99-810030-10,"Hinge-RH Outwd & LH Inbd, MLG Door",Vendor Part,,0,0,EACH,Expendable,
99-810030-9,"Hinge-LH OutwD & RH Outwd, MLG Door",Vendor Part,,0,0,EACH,Expendable,
99-810064-3,Bushing,Vendor Part,,0,0,EACH,Component,
99-810078-3,Placard,Vendor Part,,0,0,EACH,Expendable,
99-810078-3B/C,Placard,Alternate Part,,0,0,EACH,Expendable,
99-820103,Shim,OEM Part,,0,0,EACH,Accessories,
99-820110-9,"Pin, NLG",Vendor Part,,0,0,EACH,Expendable,
99-920043-11,Placard,Vendor Part,,0,0,EACH,Expendable,
999-8001-74-211,Bus Bar,Vendor Part,,0,0,EACH,Repairable,
999-MS25089-1F,OTTO Pushbutton Switches,Vendor Part,,0,0,EACH,Expendable,
9EL409995-00,LENS WING TIP INSPECTION,Vendor Part,,0,0,EACH,Expendable,
9FDBA56-20-39-PNK,Plug,Vendor Part,,0,0,EACH,Expendable,
9FDBA56-8-33-SNK,"Plug, Thermoswitch",Vendor Part,,0,0,EACH,Expendable,
A 1500M -2640,A 1500M -2640,Vendor Part,,0,0,KIT,Expendable,
A&H ROWLEY 0-90 DEGREE,Inclenometer,Vendor Part,,0,0,EACH,Equipment,
A/C FLUSHING FLUID-USG,Air Condition Flushing Fluid,Vendor Part,,0,0,EACH,Consumable,
A0019-0961MV,Joint Ball,Vendor Part,IXC5,0,70.13,EACH,Expendable,
A0021-21G05,Clamp,Alternate Part,,0,0,EACH,Expendable,
A0105410,Key,Vendor Part,,0,0,EACH,Expendable,
A0164BC050024LT,Flat Head Screw,Vendor Part,,0,0,EACH,Expendable,
A0164TK040S012X,Screw,Vendor Part,,0,0,EACH,Expendable,
A0164TK050012X,Screw,Vendor Part,,0,0,EACH,Expendable,
A0164TK050024X,Screw,Vendor Part,VIIIA8,0,0,EACH,Expendable,
A0164TK050S012X,Screw,Vendor Part,,0,0,EACH,Expendable,
A0164TK050S014X,Bolt,Vendor Part,,0,0,EACH,Expendable,
A0164TK050S016X,Screw,Vendor Part,VIIID6,1,0,EACH,Expendable,
A0164TK050S018X,Bolt,Vendor Part,,0,0,EACH,Expendable,
A0164TK050S020X,Screw,Vendor Part,,2,0,EACH,Expendable,
A0164TK050S024X,Screw,Vendor Part,,2,0,EACH,Expendable,
A0164TK050S026X,SCREW,Vendor Part,,0,0,EACH,Expendable,
A0164TK060S016X,SPECIAL WIDE-HEAD BOLT,Vendor Part,,0,0,EACH,Expendable,
A0339,Cooler,Vendor Part,,0,0,EACH,Expendable,
A0507,Cooler,Vendor Part,,0,0,EACH,Expendable,
A05-210155-2,Liferaft,Vendor Part,,0,0,EACH,Rotable,
A05-210155-3,Life Raft,Vendor Part,,0,0,EACH,Equipment,
A05-210156-3,Life Raft,Vendor Part,,0,0,Each.,Equipment,
A072A02,Cabin Fire Extinguisher,Vendor Part,,0,0,EACH,Expendable,
A1003,BRUSH ELEC CONTACT ASSEMBLY,Vendor Part,,0,0,EACH,Expendable,
A1003(1),Indicator Fuse,Vendor Part,,0,0,EACH,Expendable,
A10-130,Rivnut,Vendor Part,,0,0,EACH,Expendable,
A1020,Washer,Vendor Part,VIID11,0,0,EACH,Expendable,
A-1020,Washer,Vendor Part,VIID1,0,0,EACH,Expendable,
A102-1/2B,Bolt Hex,Vendor Part,,0,0,EACH,Expendable,
A102-1/2E,"Bolt, hex",Vendor Part,,0,0,EACH,Expendable,
A102-1-2B,Bolt,Vendor Part,,0,0,EACH,Expendable,
A102-12D,"Bolt,Hex",Vendor Part,,0,0,EACH,Expendable,
A102-1-2D,Bolt,Vendor Part,,0,0,EACH,Expendable,
A102-14D,Bolt,Vendor Part,,0,0,EACH,Expendable,
A102-16D,Bolt Hex,Vendor Part,,0,0,EACH,Expendable,
A102-17D,Bolt Hex,Vendor Part,,0,0,EACH,Expendable,
A102-18E,Bolt,Vendor Part,,0,0,EACH,Expendable,
A102-1B,Bolt,Vendor Part,,0,0,EACH,Expendable,
A102-1D,Bolt,Vendor Part,,0,0,EACH,Expendable,
A102-1E,Bolt,Vendor Part,,0,0,EACH,Expendable,
A102-21J,Bolt,Vendor Part,,0,0,EACH,Expendable,
A102-2D,Bolt Hex,Vendor Part,,0,0,EACH,Expendable,
A102-3D,Bolt,Vendor Part,,0,0,EACH,Expendable,
A102-3DT,Bolt,Vendor Part,,0,0,EACH,Expendable,
A102-3E,Bolt,Vendor Part,,0,0,EACH,Expendable,
A102-4D,Bolt Hex,Vendor Part,,0,0,EACH,Expendable,
A102-4E,Bolt,Vendor Part,,0,0,EACH,Expendable,
A102-7D,Bolt,Vendor Part,,0,0,EACH,Expendable,
A102-8E,Bolt,Vendor Part,,0,0,EACH,Expendable,
A103DP,"NUT, HEX,THIN",Standard Part,,0,0,EACH,Equipment,
A103DT,Nut Thin,Vendor Part,,0,0,EACH,Expendable,
A103DTL,Nut,Vendor Part,,0,0,EACH,Expendable,
A103EC,Nut,Vendor Part,,0,0,EACH,Expendable,
A103ES,Nut,Vendor Part,,0,0,EACH,Expendable,
A103-ES,NUT WINDSCREEN PANEL C,Standard Part,,0,0,EACH,Expendable,
A103ET,Nut,Vendor Part,,0,0,EACH,Expendable,
A103ETL,Nut,Vendor Part,,0,0,EACH,Expendable,
A103GS,Nut Castle,Vendor Part,,0,0,EACH,Expendable,
A103GT,Nut,Vendor Part,,0,0,EACH,Expendable,
A103GTL,Nut,Vendor Part,,0,0,EACH,Expendable,
A103JC,NUT,Vendor Part,,0,0,EACH,Expendable,
A103JS,"Nut,Hex Thin",Vendor Part,,0,0,EACH,Expendable,
A103NS,Nut,Vendor Part,,0,0,EACH,Expendable,
A103QC,Nut,Vendor Part,,0,0,EACH,Expendable,
A103QS,NUT,Vendor Part,,0,0,EACH,Expendable,
A105JP,NUT,Vendor Part,,0,0,EACH,Expendable,
A106P-33B-0057,J2 CONNECTOR,Vendor Part,,0,0,EACH,Expendable,
A106P-33B-0063,J1 CONNECTOR,Vendor Part,,0,0,EACH,Expendable,
A10710.V720,Packing,Vendor Part,BVF7,0,0,EACH,Expendable,
A-1077B,"CONTACTOR, D.C. POWER",Vendor Part,,0,0,EACH,Expendable,
A1077W,"CONTACTOR, D.C. POWER",Alternate Part,,0,0,EACH,Expendable,
A-1077W,Relay,Vendor Part,,0,0,EACH,Expendable,
A110ES,Nut,Vendor Part,,0,0,EACH,Expendable,
A110GS,Nut,Vendor Part,,0,0,EACH,Expendable,
A110JS,Nut,Vendor Part,,0,0,EACH,Expendable,
A110LS,Nut,Vendor Part,,0,0,EACH,Expendable,
A110PS,Nut,Vendor Part,,0,0,EACH,Expendable,
A111-12G,Bolt,Vendor Part,,0,0,EACH,Expendable,
A111-1D,Bolt,Vendor Part,,0,0,EACH,Expendable,
A111-23D,BOLT,Vendor Part,,0,0,EACH,Expendable,
A111-2D,Bolt,Vendor Part,,0,0,EACH,Expendable,
A111-2E,Bolt,Vendor Part,,0,0,EACH,Expendable,
A111-3D,Bolt,Vendor Part,,0,0,EACH,Expendable,
A111-3E,Bolt,Vendor Part,,0,0,EACH,Expendable,
A111-4E,Bolt,Vendor Part,,0,0,EACH,Expendable,
A111-5D,Lead,Vendor Part,,0,0,EACH,Expendable,
A111-5E,Bolt,Vendor Part,,0,0,EACH,Expendable,
A111-8E,Bolt,Vendor Part,,0,0,EACH,Expendable,
A112-12J,Bolt,Vendor Part,,0,0,EACH,Expendable,
A112-15G,Bolt,Vendor Part,,0,0,EACH,Expendable,
A112-2E,Bolt,Vendor Part,,0,0,EACH,Expendable,
A112-5E,Bolt,Vendor Part,,0,0,EACH,Expendable,
A112-6E,Bolt,Vendor Part,,0,0,EACH,Expendable,
A112-7G,Bolt,Vendor Part,,0,0,EACH,Expendable,
A113-1/2D,Bolt,Vendor Part,,1,0,EACH,Expendable,
A113-1-2B,BOLT,Vendor Part,,0,0,EACH,Expendable,
A113-1-2D,Bolt,Vendor Part,,0,0,EACH,Expendable,
A113-1-2E,BOLT,Vendor Part,,0,0,EACH,Expendable,
A113-1B,Bolt,Vendor Part,,0,0,EACH,Expendable,
A113-1C,Bolt,Vendor Part,,0,0,EACH,Expendable,
A113-1D,Bolt,Vendor Part,,1,0,EACH,Expendable,
A113-1E,BOLT,Vendor Part,,0,0,EACH,Expendable,
A113-2-1/2D,Bolt,Vendor Part,,0,0,EACH,Expendable,
A113-2D,Bolt,Vendor Part,,0,0,EACH,Expendable,
A113-2E,Bolt,Vendor Part,,0,0,EACH,Expendable,
A113-3D,Bolt,Vendor Part,,0,0,EACH,Expendable,
A113-4D,BOLT,Vendor Part,,0,0,EACH,Expendable,
A113-5-1/2D,Bolt,Vendor Part,,0,0,EACH,Expendable,
A113-5D,Bolt,Vendor Part,c,0,0,EACH,Expendable,
A113-6D,Bolt,Vendor Part,,0,0,EACH,Expendable,
A-11538,Bearing,Alternate Part,,0,0,EACH,Expendable,
A116-1/2D,"SCREW, MACHINE, PAN HEAD",Standard Part,,0,0,EACH,Expendable,
A116-1D,"Screw Machine,Pan Head",Vendor Part,,0,0,EACH,Expendable,
A116-2D,Bolt,Vendor Part,,0,0,EACH,Expendable,
A116-2E,Bolt,Vendor Part,,0,0,EACH,Expendable,
A116-4-1-2D,Bolt,Vendor Part,,0,0,EACH,Expendable,
A116-4E,BOLT,Vendor Part,,0,0,EACH,Expendable,
A1173-1D,Screw,Vendor Part,,0,0,EACH,Expendable,
A1177B1/B2,Adhesive,Alternate Part,,0,0,PINT KIT,Consumable,
A12064-8,O-Ring,Vendor Part,VIIIC9,0,0,EACH,Expendable,
A12285G7512-24LL,Light Assy.,Vendor Part,,0,0,EACH,Expendable,
A1233A3T,LENS,Vendor Part,,0,0,EACH,Expendable,
A1257A,Flash Tube,Vendor Part,,0,0,EACH,Expendable,
A1285G7512-24LL,Light Assy.,Vendor Part,,0,0,EACH,Expendable,
A1285R7512-24LL,Light Assy.,Vendor Part,,0,0,EACH,Expendable,
A-1381,Washer,Vendor Part,,0,0,EACH,Expendable,
A1500 M BASE 2640,Paint,Vendor Part,,0,0,1 Ltr,Consumable,
A1500 M-1625,Castellano1500M,Vendor Part,,0,0,4 LTR,Consumable,
A1500 M-1625.,"Stella Top-L900,Colour 1625,Castellano1500M",Vendor Part,,0,0,EACH,Consumable,
A1500M,Paint,Vendor Part,,0,0,EACH,Consumable,
A1500M-2640,A1500M-2640,Vendor Part,,0,0,QT KIT,Consumable,
A-1633-3,O Ring,OEM Part,,0,0,EACH,Expendable,
A1633-72,O Ring,Vendor Part,,0,0,EACH,Expendable,
A1633-77,O Ring,Vendor Part,,0,0,EACH,Expendable,
A1633-9,O Ring,Vendor Part,,0,0,EACH,Expendable,
A1633-95,O Ring,Vendor Part,,0,0,EACH,Expendable,
A1635-133,Screw,Vendor Part,,0,0,EACH,Expendable,
A1635-59,Screw,Vendor Part,,0,0,EACH,Expendable,
A1636-36,Retaining Ring,Vendor Part,,0,0,EACH,Expendable,
A1638-5,Washer,Vendor Part,,0,0,PCK,Expendable,
A1639-32,Nut,Vendor Part,,0,0,EACH,Expendable,
A169-6D,BOLT,Standard Part,,0,0,EACH,Expendable,
A170-1/2E,Bolt - Mushroom head slotted,Vendor Part,,0,0,EACH,Expendable,
A171-1D,Bolt,Vendor Part,,0,0,EACH,Expendable,
A171-4D,Bolt,Vendor Part,,0,0,EACH,Expendable,
A173-19E,Bolt,Vendor Part,,0,0,EACH,Expendable,
A173-1D,Bolt,Vendor Part,,0,0,EACH,Expendable,
A173-1D.,Bolt,Vendor Part,,0,0,EACH,Expendable,
A173-7D,Bolt,Vendor Part,,0,0,EACH,Expendable,
A173-D,Bolt,Vendor Part,,0,0,EACH,Expendable,
A175-8E,Bolt,Vendor Part,,0,0,EACH,Expendable,
A1920-1,Hose Assembly,Vendor Part,,0,0,EACH,Expendable,
A20,Bose Aviation A20 Headset Assembly,Vendor Part,,0,0,EACH,Instrument,
A-20,"Head Set with A-20 Cable G/A Plug, Electret Mic without bluetooth",Vendor Part,,0,0,EACH,Expendable,
A2007LARGEUR40,"CLOTH,LUBRICATED,ADHESIVE",Vendor Part,,0,0,FT,Expendable,
A-2048-2,Washer,Vendor Part,,0,0,EACH,Expendable,
A2048-2,Washer,Vendor Part,,0,0,EACH,Expendable,
A204B10,Screw,Vendor Part,,0,0,EACH,Expendable,
A204B13,SCREW,Vendor Part,,0,0,EACH,Expendable,
A204B14,"SCREW, MACHINE, PAN HEAD",Standard Part,,0,0,EACH,Expendable,
A204B20,Screw,Vendor Part,,0,0,EACH,Expendable,
A204B28,Screw,Vendor Part,,0,0,EACH,Expendable,
A204B32,SCREW,Vendor Part,,0,0,Each.,Accessories,
A204D12,Screw,Alternate Part,,0,0,EACH,Expendable,
A204-D12,Screw,Vendor Part,,0,0,EACH,Expendable,
A20621760,Cover,Vendor Part,IXA1,0,0,EACH,Expendable,
A-2064-1683,Light,Vendor Part,,0,0,EACH,Expendable,
A2064-1683,Tail Light Assy,Vendor Part,,0,0,EACH,Accessories,
A-2067,Stud,Vendor Part,,0,0,EACH,Expendable,
A-2069,Nut,Vendor Part,,0,0,EACH,Expendable,
A206B14,Bolt,Vendor Part,,0,0,EACH,Expendable,
A206B20,Screw,Vendor Part,,0,0,EACH,Expendable,
A2109-3,Gasket,Vendor Part,,0,0,EACH,Expendable,
A2134,O Ring,Vendor Part,,0,0,EACH,Expendable,
A215-009,O Ring,Vendor Part,,0,0.25,EACH,Expendable,
A215-016,O Ring,Vendor Part,,0,0.29,EACH,Expendable,
A215-025,O Ring,Vendor Part,,0,0.39,EACH,Expendable,
A217B10,Screw,Vendor Part,,0,0,EACH,Expendable,
A217B20,Screw,Vendor Part,,0,0,EACH,Expendable,
A217D10,Screw,Vendor Part,,0,0,EACH,Expendable,
A217D12,"SCREW, MACHINE, PAN HEAD,",Vendor Part,,0,0,EACH,Expendable,
A217D16,Screw,Vendor Part,,0,0,EACH,Expendable,
A-218-158698-20,Trigger Assembly,Vendor Part,,0,0,EACH,Expendable,
A218-158698-20,Trigger,Vendor Part,,0,0,EACH,Repairable,
A218-167557-03,SWITCH,Vendor Part,,0,0,EACH,Accessories,
A223S1YZQ,Switch,Vendor Part,,0,0,EACH,Expendable,
A23-2015-20,Fasetner,Vendor Part,XD5,0,0,EACH,Expendable,
A23310HD-3S,Latch Assy,Vendor Part,,0,0,EACH,Expendable,
A23311HD-3S,LATCH ASSEMBLE,Vendor Part,,0,0,EACH,Expendable,
A23330HD-3S,LATCH ASSEMBLY,Vendor Part,,0,0,EACH,Expendable,
A257-2,Oil,Vendor Part,,0,0,QT KIT,Consumable,
A257-9,Anti Sieze loctite 767,Vendor Part,,0,0,500ML,Consumable,
A25Y,Ring-Retaining,Vendor Part,,0,0,EACH,Expendable,
A-2742-10,"Paint Kit, White Tip",OEM Part,,0,224,QT,Consumable,
A-2742-2,"Paint Kit, Black",OEM Part,,0,347,QT,Consumable,
A-279,Grease Fitting,Vendor Part,,0,6.75,EACH,Expendable,
A27BT,Nut,Vendor Part,,0,0,EACH,Expendable,
A29Y,Ring Retaining,Vendor Part,,0,0,EACH,Expendable,
A2QO6,Coupling Assembly (HYDRAULIC MULE),Vendor Part,,0,0,EACH,Special Tool,
A30,Alcohol Breath Analyser with Inbuilt Printer A30,Vendor Part,,0,0,EACH,Instrument,
A30114-01C,"Cell, Battery",Vendor Part,BAT SHOP,0,0,EACH,Expendable,
A3044,Block Assy,Vendor Part,,0,0,EACH,Expendable,
A-3044,Block Assy,Superseed Part,,0,0,EACH,Expendable,
A-3074,BLOCK ASSB CARBON,Vendor Part,,0,0,EACH,Expendable,
A3125-4-179,Clamp,Vendor Part,IVA4,0,0,EACH,Expendable,
A31Y,Ring Retaining,Vendor Part,,0,0,EACH,Expendable,
A3221,Oil Monitor,Vendor Part,,0,0,EACH,Expendable,
A-3221,Oil Monitor,Vendor Part,,0,0,EACH,Rotable,
A32266,Bolt,Vendor Part,XV B2,0,0,EACH,Expendable,
A323100AS1,MK28 Life Jacket,Vendor Part,,0,0,EACH,Repairable,
A3237,Drain Valve,Vendor Part,,0,0,EACH,Expendable,
A-3258-2,Lens,Vendor Part,,0,0,EACH,Expendable,
A-3258-4,Lens,Vendor Part,,0,0,EACH,Expendable,
A32889,Pin,Vendor Part,XV C17,0,0,EACH,Expendable,
A330700A01,"Life Jacket, Mk44SC",Alternate Part,,0,0,EACH,Repairable,
A33369,Indicator,Vendor Part,XV D1,0,0,EACH,Expendable,
A33539,Plug,Vendor Part,XV C13,0,0,EACH,Expendable,
A33697,Bush,Vendor Part,XIV E1,0,0,EACH,Expendable,
A33698,Clip,Vendor Part,"XV D, XIV E1",0,0,EACH,Expendable,
A33827,Weight,Vendor Part,XVI A7,0,0,EACH,Expendable,
A33832,Seal,Vendor Part,XV F,0,0,EACH,Expendable,
A33833,Retainer,Vendor Part,XV D5,0,0,EACH,Expendable,
A33834,Retainer,Vendor Part,XV D6,0,0,EACH,Expendable,
A33839,Seal,Vendor Part,XV F,0,0,EACH,Expendable,
A33890,Retainer,Vendor Part,R4,0,0,EACH,Expendable,
A339000A00,"Life Jacket, MK28WB",Vendor Part,,0,0,EACH,Repairable,
A33969,Pin,Vendor Part,XV C16,0,0,EACH,Expendable,
A33974,Plate,Vendor Part,XVI C,0,0,EACH,Expendable,
A34008-1,Screw,Vendor Part,XV B13,0,0,EACH,Expendable,
A341700A00,"Life Jacket, Mk44SC",Vendor Part,,0,0,EACH,Repairable,
A344T,"Fire Extinghuisher, Portable",Vendor Part,,0,0,EACH,Repairable,
A34750,Rivet,Vendor Part,XV A15,0,0,EACH,Expendable,
A35015,Bolt,Vendor Part,XV B5,0,0,EACH,Expendable,
A3504,Washer,Vendor Part,,0,0,EACH,Expendable,
A35041,SWAGE TUBE,Vendor Part,,0,0,EACH,Expendable,
A35043-1,"Cover, Protective",Vendor Part,XV C21,0,0,EACH,Expendable,
A35079,Ball,Vendor Part,XV C21,0,0,EACH,Expendable,
A352,Fire Extinguisher,Vendor Part,RS,0,0,EACH,Repairable,
A35304,Washer,Vendor Part,XVI A5,0,0,EACH,Expendable,
A35389,"Plate, Instruction",Vendor Part,XV A12,0,0,EACH,Expendable,
A35393-1,Pin,Vendor Part,XV C15,0,0,EACH,Expendable,
A35394,Guide,Vendor Part,XVI A8,0,0,EACH,Expendable,
A35395,Inner Wheel Half,Vendor Part,,0,0,EACH,Rotable,
A35403,Liner,Vendor Part,XVI B7,0,0,EACH,Expendable,
A35404-2,Piston,Vendor Part,XVI B3,0,0,EACH,Expendable,
A35442,"Plate, Retainer",Vendor Part,XVI A4,0,0,EACH,Expendable,
A3551,LENS,Vendor Part,,0,0,EACH,Instrument,
A35908,"Washer, Insulator",Vendor Part,XV A6,0,0,EACH,Expendable,
A35909,Stop,Vendor Part,XV A7,0,0,EACH,Expendable,
A35994,Drive Block,Vendor Part,XVI B1,0,0,EACH,Expendable,
A35T21,Dzus Fastener,Vendor Part,,0,0,EACH,Expendable,
A36007,Seal Housing,Vendor Part,RACK,0,0,EACH,Expendable,
A37970,Nut,Vendor Part,,0,0,EACH,Expendable,
A37970-1,Nut,Alternate Part,C5,3,0,EACH,Expendable,
A39321,Hose,Vendor Part,,0,0,EACH,Expendable,
A3S/HSK-01,Hill Survival Kit For Helicopter,Vendor Part,,0,0,EACH,Accessories,
A400(SILPAK),Adhesive,Vendor Part,,0,0,4 OZ,Consumable,
A402A-D-R,Lens,Vendor Part,,0,0,EACH,Expendable,
A402A-R,LEMS RED,Vendor Part,,0,0,EACH,Consumable,
A402R,Lens,Vendor Part,IVA1,0,0,EACH,Expendable,
A402RS,Strobe light lens red,Vendor Part,,0,0,EACH,Expendable,
A409,Packing,Vendor Part,IVA2,0,0,EACH,Expendable,
A4174-24,Bulb,Vendor Part,,0,0,EACH,Component,
A4212,Gasket,Vendor Part,,0,0,EACH,Expendable,
A4513,Lens,Vendor Part,,0,0,EACH,Expendable,
A4513-1,Lens,Vendor Part,BVI E3,0,0,EACH,Expendable,
A467A,Gasket,Vendor Part,IVA3,0,0,EACH,Expendable,
A467A-D,Gasket,Vendor Part,BVB4,0,0,EACH,Expendable,
A469A,Anti Collision Flash Tube,Vendor Part,,0,0,EACH,Expendable,
A469B,Flash Tube Assembly,Vendor Part,VF2,0,0,EACH,Expendable,
A469D,"Shield, Radio Flash",Vendor Part,VF2,0,0,EACH,Expendable,
A4731,Block Assy,Vendor Part,,0,0,EACH,Expendable,
A47676,Brake Protector,Vendor Part,,0,0,EACH,Special Tool,
A490ATS-CF,Power Pack,Vendor Part,RS,0,0,EACH,Repairable,
A490ATS-DF,Power Pack,Vendor Part,RS,0,0,EACH,Repairable,
A500A-V-D28,Light Head,Vendor Part,,0,0,EACH,Expendable,
A508-14V,Nav Light,Vendor Part,,0,0,EACH,Expendable,
A508-28V,Bulb,Vendor Part,,0,0,EACH,Expendable,
A5086149,"Seal, Hydraulic Pump",Vendor Part,IXA1,0,0,EACH,Expendable,
A50Y,Ring,Vendor Part,,0,0,EACH,Expendable,
A513,PRESSURE RELIEF INDICATOR ASSE,Standard Part,,0,0,EACH,Expendable,
A52Y,Ring,Vendor Part,,0,0,EACH,Expendable,
A537A01AA01S0200,Bonding Jumper,OEM Part,,0,0,EACH,Expendable,
A-5395-23,Aircraft Cockpit Light,Standard Part,,0,0,EACH,Accessories,
A-56-B,"Sealer, Conductive Edge",Vendor Part,,0,0,EACH,Consumable,
A56BR-1-0.5PT,"Sealer, Conductive Edge",Vendor Part,,0,0,EACH,Consumable,
A583A2610W,Stowage Cap,Vendor Part,,0,0,EACH,Expendable,
A590-1,"TRANSDUCER, PRESSURE FILTER",Vendor Part,,0,0,EACH,Expendable,
A5930-02,"Indicator, Turn & Slip",Vendor Part,,0,0,EACH,Repairable,
A60701-1176,"Joint, Seal",Vendor Part,XVI A4,0,0,EACH,Expendable,
A60701-1264,Packing,Vendor Part,XVI A3,0,0,EACH,Expendable,
A61052,Copper Braided Pads,Vendor Part,HGR,0,0,EACH,Equipment,
A61Y,Ring,Vendor Part,,0,0,EACH,Expendable,
A6235-1A,Filter,Vendor Part,,0,5.88,EACH,Expendable,
A-6741-134,"Thread Sealant, High Strength",Vendor Part,,0,0,EACH,Consumable,
A-6741-145-1-11OZ,"Paint, Black Aerosol Spray Can",Vendor Part,,1,0,EACH,Consumable,
A-6741-146-1-11OZ,"Paint, Gray, Aerosol Spray Can",Vendor Part,,1,0,EACH,Consumable,
A-6741-147-1-11OZ,"Paint, White, Aerosol Spray Can",Vendor Part,,0,0,EACH,Consumable,
A-6741-150-1,Yellow Paint,Vendor Part,,0,0,EACH,Consumable,
A-6741-150-1-11OZ,"Paint, Yellow, Aerosol Spray Can",Vendor Part,4230,1,0,EACH,Consumable,
A6747-2,Post Light hood Assy.,Vendor Part,,0,0,EACH,Component,
A-6K-75,Rivnut,Vendor Part,,3,0,EACH,Expendable,
A-701,Zinc phosphate primer,Vendor Part,,0,0,CAN,Consumable,
A701-12OZ,"ZN Phosphate Primer, Yellow",Vendor Part,POL,0,0,EACH,Consumable,
A701D,Relay,Vendor Part,,0,0,EACH,Expendable,
A-701D,Relay Contactor,Vendor Part,,0,0,EACH,Expendable,
A702-12OZ,"ZN Phosphate Primer, Green",Vendor Part,,0,0,EACH,Consumable,
A703FSS,Contactor,Vendor Part,,0,0,EACH,Expendable,
A703ZS,Contactor,Vendor Part,,0,0,EACH,Expendable,
A-703ZS,Relay,OEM Part,,0,0,EACH,Equipment,
A7068-140,TEFLON TAPE,Vendor Part,,0,0,EACH,Expendable,
A7068-40,Tape,Vendor Part,,0,0,MTR,Expendable,
A7079B24,Lamp,Vendor Part,AV,0,0,EACH,Expendable,
A70828,Lamp,Vendor Part,BIV,0,0,EACH,Expendable,
A734,Plug,Vendor Part,,0,0,EACH,Expendable,
A-7396,Screen Assembly,Vendor Part,,0,0,EACH,Expendable,
A-7512-24,"Lamp, 28V",Vendor Part,,0,0,EACH,Expendable,
A7512-24,Lamp,Vendor Part,F5,0,0,EACH,Expendable,
A7-6889,ZN Chromate Primer,Vendor Part,POL,0,2200,11OZ,Consumable,
A7942,Lens & Plug Assy,Vendor Part,,0,517.65,EACH,Expendable,
A8-120,Riv Nut,Vendor Part,,0,0,EACH,Expendable,
A8-160,Riv Nut,Vendor Part,,0,0,EACH,Expendable,
A864A0673E018M,Shim,Vendor Part,,0,0,EACH,Expendable,
A864A0673G012M,Shim,Vendor Part,,0,0,EACH,Expendable,
