Aircraft,Assembly,Serial No,Log Page,Routing From,Routing To,Departure_ICAO,Arrival_ICAO,DepartureTime,TakeOffTime,TouchDownTime,ArrivalTime,Departure UTC,Take Off UTC,Touch Down UTC,Arrival UTC,Flight Time,CON. FLT. TIMES,BlockTime,CON. BLOCK TIMES,TOTAL A/C TIME,TOTAL CYCLES,CYLCES FLOWN,Flight Log Classification
VT-VPA,HAWKER 800XP,258415,0038,85,135,Not A,Not A,26-Jan-2023 07:25,26-Jan-2023 07:36,26-Jan-2023 08:44,26-Jan-2023 08:55,26-Jan-2023 01:55,26-Jan-2023 02:06,26-Jan-2023 03:14,26-Jan-2023 03:25,1:08,1.1,1:30,1.5,5240:30,3660,1,
VT-VPA,HAWKER 800XP,258415,0038,135,143,Not A,Not A,26-Jan-2023 20:55,26-Jan-2023 21:08,26-Jan-2023 22:42,26-Jan-2023 22:55,26-Jan-2023 15:25,26-Jan-2023 15:38,26-Jan-2023 17:12,26-Jan-2023 17:25,1:34,1.6,2:00,2.0,5242:04,3661,1,
VT-VPA,HAWKER 800XP,258415,0039,143,85,Not A,Not A,31-Jan-2023 07:35,31-Jan-2023 07:47,31-Jan-2023 08:19,31-Jan-2023 08:30,31-Jan-2023 02:05,31-Jan-2023 02:17,31-Jan-2023 02:49,31-Jan-2023 03:00,0:32,0.5,0:55,0.9,5242:36,3662,1,
VT-VPA,HAWKER 800XP,258415,0039,85,143,Not A,Not A,31-Jan-2023 14:20,31-Jan-2023 14:34,31-Jan-2023 15:46,31-Jan-2023 16:00,31-Jan-2023 08:50,31-Jan-2023 09:04,31-Jan-2023 10:16,31-Jan-2023 10:30,1:12,1.2,1:40,1.7,5243:48,3663,1,
VT-VPA,HAWKER 800XP,258415,0040,143,131,Not A,Not A,01-Feb-2023 06:50,01-Feb-2023 07:04,01-Feb-2023 08:57,01-Feb-2023 09:10,01-Feb-2023 01:20,01-Feb-2023 01:34,01-Feb-2023 03:27,01-Feb-2023 03:40,1:53,1.9,2:20,2.3,5245:41,3664,1,
VT-VPA,HAWKER 800XP,258415,0040,131,143,Not A,Not A,01-Feb-2023 17:10,01-Feb-2023 17:27,01-Feb-2023 18:58,01-Feb-2023 19:15,01-Feb-2023 11:40,01-Feb-2023 11:57,01-Feb-2023 13:28,01-Feb-2023 13:45,1:31,1.5,2:05,2.1,5247:12,3665,1,
VT-VPA,HAWKER 800XP,258415,0041,143,VIDN1,Not A,Not A,02-Feb-2023 10:05,02-Feb-2023 10:18,02-Feb-2023 13:17,02-Feb-2023 13:30,02-Feb-2023 04:35,02-Feb-2023 04:48,02-Feb-2023 07:47,02-Feb-2023 08:00,2:59,3.0,3:25,3.4,5250:11,3666,1,
VT-VPA,HAWKER 800XP,258415,0041,VIDN1,219,Not A,Not A,02-Feb-2023 14:15,02-Feb-2023 14:22,02-Feb-2023 16:24,02-Feb-2023 16:30,02-Feb-2023 08:45,02-Feb-2023 08:52,02-Feb-2023 10:54,02-Feb-2023 11:00,2:02,2.0,2:15,2.3,5252:13,3667,1,
VT-VPA,HAWKER 800XP,258415,0041,219,vohs,Not A,Not A,02-Feb-2023 17:50,02-Feb-2023 17:57,02-Feb-2023 18:13,02-Feb-2023 18:20,02-Feb-2023 12:20,02-Feb-2023 12:27,02-Feb-2023 12:43,02-Feb-2023 12:50,0:16,0.3,0:30,0.5,5252:29,3668,1,
VT-VPA,HAWKER 800XP,258415,0041,vohs,143,Not A,Not A,02-Feb-2023 19:45,02-Feb-2023 19:56,02-Feb-2023 20:50,02-Feb-2023 21:00,02-Feb-2023 14:15,02-Feb-2023 14:26,02-Feb-2023 15:20,02-Feb-2023 15:30,0:54,0.9,1:15,1.3,5253:23,3669,1,
VT-VPA,HAWKER 800XP,258415,0042,143,VIUT,Not A,Not A,11-Feb-2023 08:30,11-Feb-2023 08:44,11-Feb-2023 11:22,11-Feb-2023 11:35,11-Feb-2023 03:00,11-Feb-2023 03:14,11-Feb-2023 05:52,11-Feb-2023 06:05,2:38,2.6,3:05,3.1,5256:01,3670,1,
VT-VPA,HAWKER 800XP,258415,0042,VIUT,143,Not A,Not A,11-Feb-2023 12:35,11-Feb-2023 12:45,11-Feb-2023 15:30,11-Feb-2023 15:40,11-Feb-2023 07:05,11-Feb-2023 07:15,11-Feb-2023 10:00,11-Feb-2023 10:10,2:45,2.8,3:05,3.1,5258:46,3671,1,
VT-VPA,HAWKER 800XP,258415,0043,143,VAAH,Not A,Not A,15-Feb-2023 12:50,15-Feb-2023 13:06,15-Feb-2023 15:29,15-Feb-2023 15:45,15-Feb-2023 07:20,15-Feb-2023 07:36,15-Feb-2023 09:59,15-Feb-2023 10:15,2:23,2.4,2:55,2.9,5261:09,3672,1,
VT-VPA,HAWKER 800XP,258415,0043,VAAH,VAUD,Not A,Not A,15-Feb-2023 16:05,15-Feb-2023 16:13,15-Feb-2023 16:52,15-Feb-2023 17:00,15-Feb-2023 10:35,15-Feb-2023 10:43,15-Feb-2023 11:22,15-Feb-2023 11:30,0:39,0.7,0:55,0.9,5261:48,3673,1,
VT-VPA,HAWKER 800XP,258415,0044,VAUD,VAAH,Not A,Not A,16-Feb-2023 10:05,16-Feb-2023 10:15,16-Feb-2023 10:41,16-Feb-2023 10:50,16-Feb-2023 04:35,16-Feb-2023 04:45,16-Feb-2023 05:11,16-Feb-2023 05:20,0:26,0.4,0:45,0.8,5262:14,3674,1,
VT-VPA,HAWKER 800XP,258415,0045,VAAH,143,Not A,Not A,18-Feb-2023 09:40,18-Feb-2023 09:52,18-Feb-2023 11:59,18-Feb-2023 12:10,18-Feb-2023 04:10,18-Feb-2023 04:22,18-Feb-2023 06:29,18-Feb-2023 06:40,2:07,2.1,2:30,2.5,5264:21,3675,1,
VT-VPA,HAWKER 800XP,258415,0046,143,VAAH,Not A,Not A,18-Feb-2023 12:45,18-Feb-2023 12:55,18-Feb-2023 15:00,18-Feb-2023 15:10,18-Feb-2023 07:15,18-Feb-2023 07:25,18-Feb-2023 09:30,18-Feb-2023 09:40,2:05,2.1,2:25,2.4,5266:26,3676,1,
VT-VPA,HAWKER 800XP,258415,0046,VAAH,143,Not A,Not A,18-Feb-2023 16:00,18-Feb-2023 16:15,18-Feb-2023 18:16,18-Feb-2023 18:30,18-Feb-2023 10:30,18-Feb-2023 10:45,18-Feb-2023 12:46,18-Feb-2023 13:00,2:01,2.0,2:30,2.5,5268:27,3677,1,
VT-VPA,HAWKER 800XP,258415,0047,143,VIJP,Not A,Not A,25-Feb-2023 07:10,25-Feb-2023 07:25,25-Feb-2023 09:46,25-Feb-2023 10:00,25-Feb-2023 01:40,25-Feb-2023 01:55,25-Feb-2023 04:16,25-Feb-2023 04:30,2:21,2.4,2:50,2.8,5270:48,3678,1,
VT-VPA,HAWKER 800XP,258415,0048,VIJP,143,Not A,Not A,26-Feb-2023 13:50,26-Feb-2023 14:02,26-Feb-2023 16:14,26-Feb-2023 16:25,26-Feb-2023 08:20,26-Feb-2023 08:32,26-Feb-2023 10:44,26-Feb-2023 10:55,2:12,2.2,2:35,2.6,5273:00,3679,1,
VT-VPA,HAWKER 800XP,258415,0049,143,131,Not A,Not A,28-Feb-2023 09:25,28-Feb-2023 09:36,28-Feb-2023 11:19,28-Feb-2023 11:30,28-Feb-2023 03:55,28-Feb-2023 04:06,28-Feb-2023 05:49,28-Feb-2023 06:00,1:43,1.7,2:05,2.1,5274:43,3680,1,
VT-VPA,HAWKER 800XP,258415,0050,131,143,Not A,Not A,01-Mar-2023 16:55,01-Mar-2023 17:07,01-Mar-2023 18:39,01-Mar-2023 18:50,01-Mar-2023 11:25,01-Mar-2023 11:37,01-Mar-2023 13:09,01-Mar-2023 13:20,1:32,1.5,1:55,1.9,5276:15,3681,1,
VT-VPA,HAWKER 800XP,258415,0051,143,131,Not A,Not A,03-Mar-2023 08:25,03-Mar-2023 08:40,03-Mar-2023 10:15,03-Mar-2023 10:30,03-Mar-2023 02:55,03-Mar-2023 03:10,03-Mar-2023 04:45,03-Mar-2023 05:00,1:35,1.6,2:05,2.1,5277:50,3682,1,
VT-VPA,HAWKER 800XP,258415,0052,131,143,Not A,Not A,05-Mar-2023 09:25,05-Mar-2023 09:37,05-Mar-2023 11:14,05-Mar-2023 11:25,05-Mar-2023 03:55,05-Mar-2023 04:07,05-Mar-2023 05:44,05-Mar-2023 05:55,1:37,1.6,2:00,2.0,5279:27,3683,1,
VT-VPA,HAWKER 800XP,258415,0053,143,VAAH,Not A,Not A,05-Mar-2023 12:00,05-Mar-2023 12:14,05-Mar-2023 14:22,05-Mar-2023 14:35,05-Mar-2023 06:30,05-Mar-2023 06:44,05-Mar-2023 08:52,05-Mar-2023 09:05,2:08,2.1,2:35,2.6,5281:35,3684,1,
VT-VPA,HAWKER 800XP,258415,0053,VAAH,143,Not A,Not A,05-Mar-2023 14:55,05-Mar-2023 15:05,05-Mar-2023 17:20,05-Mar-2023 17:30,05-Mar-2023 09:25,05-Mar-2023 09:35,05-Mar-2023 11:50,05-Mar-2023 12:00,2:15,2.3,2:35,2.6,5283:50,3685,1,
VT-VPA,HAWKER 800XP,258415,0054,143,VAAH,Not A,Not A,06-Mar-2023 08:25,06-Mar-2023 08:42,06-Mar-2023 10:44,06-Mar-2023 11:00,06-Mar-2023 02:55,06-Mar-2023 03:12,06-Mar-2023 05:14,06-Mar-2023 05:30,2:02,2.0,2:35,2.6,5285:52,3686,1,
VT-VPA,HAWKER 800XP,258415,0055,VAAH,143,Not A,Not A,09-Mar-2023 09:00,09-Mar-2023 09:18,09-Mar-2023 11:32,09-Mar-2023 11:50,09-Mar-2023 03:30,09-Mar-2023 03:48,09-Mar-2023 06:02,09-Mar-2023 06:20,2:14,2.2,2:50,2.8,5288:06,3687,1,
VT-VPA,HAWKER 800XP,258415,0056,143,205,Not A,Not A,12-Mar-2023 18:30,12-Mar-2023 18:53,12-Mar-2023 19:22,12-Mar-2023 19:45,12-Mar-2023 13:00,12-Mar-2023 13:23,12-Mar-2023 13:52,12-Mar-2023 14:15,0:29,0.5,1:15,1.3,5288:35,3688,1,
VT-VPA,HAWKER 800XP,258415,0057,205,143,Not A,Not A,13-Mar-2023 15:25,13-Mar-2023 15:38,13-Mar-2023 15:57,13-Mar-2023 16:10,13-Mar-2023 09:55,13-Mar-2023 10:08,13-Mar-2023 10:27,13-Mar-2023 10:40,0:19,0.3,0:45,0.8,5288:54,3689,1,
VT-VPA,HAWKER 800XP,258415,0058,143,85,Not A,Not A,23-Mar-2023 15:15,23-Mar-2023 15:25,23-Mar-2023 16:00,23-Mar-2023 16:10,23-Mar-2023 09:45,23-Mar-2023 09:55,23-Mar-2023 10:30,23-Mar-2023 10:40,0:35,0.6,0:55,0.9,5289:29,3690,1,
VT-VPA,HAWKER 800XP,258415,0028,85,109,Not A,Not A,23-Mar-2023 17:30,23-Mar-2023 17:42,23-Mar-2023 19:24,23-Mar-2023 19:35,23-Mar-2023 12:00,23-Mar-2023 12:12,23-Mar-2023 13:54,23-Mar-2023 14:05,1:42,1.7,2:05,2.1,5291:11,3691,1,
VT-VPA,HAWKER 800XP,258415,0059,109,339,Not A,Not A,25-Mar-2023 10:50,25-Mar-2023 10:59,25-Mar-2023 11:52,25-Mar-2023 12:00,25-Mar-2023 05:20,25-Mar-2023 05:29,25-Mar-2023 06:22,25-Mar-2023 06:30,0:53,0.9,1:10,1.2,5292:04,3692,1,
VT-VPA,HAWKER 800XP,258415,0060,339,85,Not A,Not A,27-Mar-2023 14:40,27-Mar-2023 14:49,27-Mar-2023 16:31,27-Mar-2023 16:40,27-Mar-2023 09:10,27-Mar-2023 09:19,27-Mar-2023 11:01,27-Mar-2023 11:10,1:42,1.7,2:00,2.0,5293:46,3693,1,
VT-VPA,HAWKER 800XP,258415,0061,85,143,Not A,Not A,28-Mar-2023 11:25,28-Mar-2023 11:37,28-Mar-2023 12:13,28-Mar-2023 12:25,28-Mar-2023 05:55,28-Mar-2023 06:07,28-Mar-2023 06:43,28-Mar-2023 06:55,0:36,0.6,1:00,1.0,5294:22,3694,1,
VT-VPA,HAWKER 800XP,258415,0062,143,143,Not A,Not A,07-May-2023 10:10,07-May-2023 10:15,07-May-2023 10:15,07-May-2023 10:20,07-May-2023 04:40,07-May-2023 04:45,07-May-2023 04:45,07-May-2023 04:50,0:00,0.0,0:10,0.2,5294:22,3694,0,TAXI CHECK
VT-VPA,HAWKER 800XP,258415,0063,143,85,Not A,Not A,07-May-2023 11:25,07-May-2023 11:33,07-May-2023 12:07,07-May-2023 12:15,07-May-2023 05:55,07-May-2023 06:03,07-May-2023 06:37,07-May-2023 06:45,0:34,0.6,0:50,0.8,5294:56,3695,1,
VT-VPA,HAWKER 800XP,258415,0063,85,143,Not A,Not A,07-May-2023 12:20,07-May-2023 12:26,07-May-2023 13:04,07-May-2023 13:10,07-May-2023 06:50,07-May-2023 06:56,07-May-2023 07:34,07-May-2023 07:40,0:38,0.6,0:50,0.8,5295:34,3696,1,
VT-VPA,HAWKER 800XP,258415,0064,143,DELHI,Not A,,08-May-2023 07:00,08-May-2023 07:09,08-May-2023 09:46,08-May-2023 09:55,08-May-2023 01:30,08-May-2023 01:39,08-May-2023 04:16,08-May-2023 04:25,2:37,2.6,2:55,2.9,5298:11,3697,1,
VT-VPA,HAWKER 800XP,258415,0064,DELHI,110,,Not A,08-May-2023 17:25,08-May-2023 17:35,08-May-2023 18:30,08-May-2023 18:40,08-May-2023 11:55,08-May-2023 12:05,08-May-2023 13:00,08-May-2023 13:10,0:55,0.9,1:15,1.3,5299:06,3698,1,
VT-VPA,HAWKER 800XP,258415,0065,110,DELHI,Not A,,09-May-2023 09:40,09-May-2023 09:52,09-May-2023 10:38,09-May-2023 10:50,09-May-2023 04:10,09-May-2023 04:22,09-May-2023 05:08,09-May-2023 05:20,0:46,0.8,1:10,1.2,5299:52,3699,1,
VT-VPA,HAWKER 800XP,258415,0066,DELHI,131,,Not A,10-May-2023 22:25,10-May-2023 22:37,11-May-2023 00:18,11-May-2023 00:30,10-May-2023 16:55,10-May-2023 17:07,10-May-2023 18:48,10-May-2023 19:00,1:41,1.7,2:05,2.1,5301:33,3700,1,
VT-VPA,HAWKER 800XP,258415,0067,131,131,Not A,Not A,27-May-2023 05:29,27-May-2023 05:29,27-May-2023 05:29,27-May-2023 05:29,26-May-2023 23:59,26-May-2023 23:59,26-May-2023 23:59,26-May-2023 23:59,0:00,0.0,0:00,0.0,5301:33,3700,0,Engine Ground Run & Taxi Check
VT-VPA,HAWKER 800XP,258415,0068,131,143,Not A,Not A,27-May-2023 06:55,27-May-2023 07:17,27-May-2023 08:58,27-May-2023 09:20,27-May-2023 01:25,27-May-2023 01:47,27-May-2023 03:28,27-May-2023 03:50,1:41,1.7,2:25,2.4,5303:14,3701,1,
VT-VPA,HAWKER 800XP,258415,0068,143,vosm,Not A,Not A,27-May-2023 09:45,27-May-2023 09:56,27-May-2023 10:34,27-May-2023 10:45,27-May-2023 04:15,27-May-2023 04:26,27-May-2023 05:04,27-May-2023 05:15,0:38,0.6,1:00,1.0,5303:52,3702,1,
VT-VPA,HAWKER 800XP,258415,0068,vosm,143,Not A,Not A,27-May-2023 17:00,27-May-2023 17:15,27-May-2023 17:50,27-May-2023 18:05,27-May-2023 11:30,27-May-2023 11:45,27-May-2023 12:20,27-May-2023 12:35,0:35,0.6,1:05,1.1,5304:27,3703,1,
VT-VPA,HAWKER 800XP,258415,0069,143,143,Not A,Not A,29-May-2023 07:00,29-May-2023 07:05,29-May-2023 07:05,29-May-2023 07:10,29-May-2023 01:30,29-May-2023 01:35,29-May-2023 01:35,29-May-2023 01:40,0:00,0.0,0:10,0.2,5304:27,3703,0,Ground Run
VT-VPA,HAWKER 800XP,258415,0070,143,VAAH,Not A,Not A,29-May-2023 07:15,29-May-2023 07:26,29-May-2023 09:34,29-May-2023 09:45,29-May-2023 01:45,29-May-2023 01:56,29-May-2023 04:04,29-May-2023 04:15,2:08,2.1,2:30,2.5,5306:35,3704,1,
VT-VPA,HAWKER 800XP,258415,0070,VAAH,143,Not A,Not A,29-May-2023 17:15,29-May-2023 17:34,29-May-2023 19:46,29-May-2023 20:05,29-May-2023 11:45,29-May-2023 12:04,29-May-2023 14:16,29-May-2023 14:35,2:12,2.2,2:50,2.8,5308:47,3705,1,
VT-VPA,HAWKER 800XP,258415,0071,143,85,Not A,Not A,31-May-2023 10:40,31-May-2023 10:57,31-May-2023 11:29,31-May-2023 11:45,31-May-2023 05:10,31-May-2023 05:27,31-May-2023 05:59,31-May-2023 06:15,0:32,0.5,1:05,1.1,5309:19,3706,1,
VT-VPA,HAWKER 800XP,258415,0072,85,143,Not A,Not A,01-Jun-2023 09:20,01-Jun-2023 09:40,01-Jun-2023 10:26,01-Jun-2023 10:45,01-Jun-2023 03:50,01-Jun-2023 04:10,01-Jun-2023 04:56,01-Jun-2023 05:15,0:46,0.8,1:25,1.4,5310:05,3707,1,
VT-VPA,HAWKER 800XP,258415,0073,143,143,Not A,Not A,03-Jun-2023 05:29,03-Jun-2023 05:29,03-Jun-2023 05:29,03-Jun-2023 05:29,02-Jun-2023 23:59,02-Jun-2023 23:59,02-Jun-2023 23:59,02-Jun-2023 23:59,0:00,0.0,0:00,0.0,5310:05,3707,0,Flight Cancelled
VT-VPA,HAWKER 800XP,258415,0074,143,143,Not A,Not A,03-Jun-2023 13:35,03-Jun-2023 13:43,03-Jun-2023 14:07,03-Jun-2023 14:15,03-Jun-2023 08:05,03-Jun-2023 08:13,03-Jun-2023 08:37,03-Jun-2023 08:45,0:24,0.4,0:40,0.7,5310:29,3710,3,
VT-VPA,HAWKER 800XP,258415,0074,143,85,Not A,Not A,03-Jun-2023 15:00,03-Jun-2023 15:08,03-Jun-2023 15:38,03-Jun-2023 15:45,03-Jun-2023 09:30,03-Jun-2023 09:38,03-Jun-2023 10:08,03-Jun-2023 10:15,0:30,0.5,0:45,0.8,5310:59,3711,1,
VT-VPA,HAWKER 800XP,258415,0074,85,143,Not A,Not A,03-Jun-2023 15:50,03-Jun-2023 15:55,03-Jun-2023 16:30,03-Jun-2023 16:35,03-Jun-2023 10:20,03-Jun-2023 10:25,03-Jun-2023 11:00,03-Jun-2023 11:05,0:35,0.6,0:45,0.8,5311:34,3712,1,
VT-VPA,HAWKER 800XP,258415,0075,143,219,Not A,Not A,04-Jun-2023 10:15,04-Jun-2023 10:25,04-Jun-2023 11:20,04-Jun-2023 11:30,04-Jun-2023 04:45,04-Jun-2023 04:55,04-Jun-2023 05:50,04-Jun-2023 06:00,0:55,0.9,1:15,1.3,5312:29,3713,1,
VT-VPA,HAWKER 800XP,258415,0075,219,140,Not A,Not A,04-Jun-2023 11:35,04-Jun-2023 11:40,04-Jun-2023 12:30,04-Jun-2023 12:35,04-Jun-2023 06:05,04-Jun-2023 06:10,04-Jun-2023 07:00,04-Jun-2023 07:05,0:50,0.8,1:00,1.0,5313:19,3714,1,
VT-VPA,HAWKER 800XP,258415,0075,140,219,Not A,Not A,04-Jun-2023 13:05,04-Jun-2023 13:10,04-Jun-2023 14:05,04-Jun-2023 14:10,04-Jun-2023 07:35,04-Jun-2023 07:40,04-Jun-2023 08:35,04-Jun-2023 08:40,0:55,0.9,1:05,1.1,5314:14,3715,1,
VT-VPA,HAWKER 800XP,258415,0075,219,143,Not A,Not A,04-Jun-2023 14:15,04-Jun-2023 14:20,04-Jun-2023 15:15,04-Jun-2023 15:20,04-Jun-2023 08:45,04-Jun-2023 08:50,04-Jun-2023 09:45,04-Jun-2023 09:50,0:55,0.9,1:05,1.1,5315:09,3716,1,
VT-VPA,HAWKER 800XP,258415,0076,143,VAAH,Not A,Not A,05-Jun-2023 14:50,05-Jun-2023 14:58,05-Jun-2023 17:08,05-Jun-2023 17:15,05-Jun-2023 09:20,05-Jun-2023 09:28,05-Jun-2023 11:38,05-Jun-2023 11:45,2:10,2.2,2:25,2.4,5317:19,3717,1,
VT-VPA,HAWKER 800XP,258415,0076,VAAH,143,Not A,Not A,05-Jun-2023 18:05,05-Jun-2023 18:18,05-Jun-2023 20:28,05-Jun-2023 20:40,05-Jun-2023 12:35,05-Jun-2023 12:48,05-Jun-2023 14:58,05-Jun-2023 15:10,2:10,2.2,2:35,2.6,5319:29,3718,1,
VT-VPA,HAWKER 800XP,258415,0077,143,143,Not A,Not A,06-Jun-2023 16:35,06-Jun-2023 16:40,06-Jun-2023 17:35,06-Jun-2023 17:40,06-Jun-2023 11:05,06-Jun-2023 11:10,06-Jun-2023 12:05,06-Jun-2023 12:10,0:55,0.9,1:05,1.1,5320:24,3720,2,
VT-VPA,HAWKER 800XP,258415,0077,143,143,Not A,Not A,06-Jun-2023 17:45,06-Jun-2023 17:50,06-Jun-2023 18:35,06-Jun-2023 18:40,06-Jun-2023 12:15,06-Jun-2023 12:20,06-Jun-2023 13:05,06-Jun-2023 13:10,0:45,0.8,0:55,0.9,5321:09,3722,2,
VT-VPA,HAWKER 800XP,258415,0077,143,143,Not A,Not A,06-Jun-2023 19:20,06-Jun-2023 19:25,06-Jun-2023 20:30,06-Jun-2023 20:35,06-Jun-2023 13:50,06-Jun-2023 13:55,06-Jun-2023 15:00,06-Jun-2023 15:05,1:05,1.1,1:15,1.3,5322:14,3724,2,
VT-VPA,HAWKER 800XP,258415,0077,143,143,Not A,Not A,06-Jun-2023 22:50,06-Jun-2023 22:58,06-Jun-2023 23:38,06-Jun-2023 23:45,06-Jun-2023 17:20,06-Jun-2023 17:28,06-Jun-2023 18:08,06-Jun-2023 18:15,0:40,0.7,0:55,0.9,5322:54,3726,2,
VT-VPA,HAWKER 800XP,258415,0078,143,143,Not A,Not A,15-Jun-2023 10:45,15-Jun-2023 10:52,15-Jun-2023 11:08,15-Jun-2023 11:15,15-Jun-2023 05:15,15-Jun-2023 05:22,15-Jun-2023 05:38,15-Jun-2023 05:45,0:16,0.3,0:30,0.5,5323:10,3727,1,
VT-VPA,HAWKER 800XP,258415,0079,143,219,Not A,Not A,16-Jun-2023 08:30,16-Jun-2023 08:55,16-Jun-2023 09:51,16-Jun-2023 10:15,16-Jun-2023 03:00,16-Jun-2023 03:25,16-Jun-2023 04:21,16-Jun-2023 04:45,0:56,0.9,1:45,1.8,5324:06,3728,1,
VT-VPA,HAWKER 800XP,258415,0079,219,143,Not A,Not A,16-Jun-2023 16:00,16-Jun-2023 16:10,16-Jun-2023 17:10,16-Jun-2023 17:20,16-Jun-2023 10:30,16-Jun-2023 10:40,16-Jun-2023 11:40,16-Jun-2023 11:50,1:00,1.0,1:20,1.3,5325:06,3729,1,
VT-VPA,HAWKER 800XP,258415,0080,143,205,Not A,Not A,18-Jun-2023 17:45,18-Jun-2023 18:02,18-Jun-2023 18:24,18-Jun-2023 18:40,18-Jun-2023 12:15,18-Jun-2023 12:32,18-Jun-2023 12:54,18-Jun-2023 13:10,0:22,0.4,0:55,0.9,5325:28,3730,1,
VT-VPA,HAWKER 800XP,258415,0081,205,143,Not A,Not A,19-Jun-2023 08:45,19-Jun-2023 09:12,19-Jun-2023 09:44,19-Jun-2023 10:10,19-Jun-2023 03:15,19-Jun-2023 03:42,19-Jun-2023 04:14,19-Jun-2023 04:40,0:32,0.5,1:25,1.4,5326:00,3731,1,
VT-VPA,HAWKER 800XP,258415,0082,143,85,Not A,Not A,20-Jun-2023 08:20,20-Jun-2023 08:28,20-Jun-2023 09:08,20-Jun-2023 09:15,20-Jun-2023 02:50,20-Jun-2023 02:58,20-Jun-2023 03:38,20-Jun-2023 03:45,0:40,0.7,0:55,0.9,5326:40,3732,1,
VT-VPA,HAWKER 800XP,258415,0083,85,143,Not A,Not A,21-Jun-2023 09:05,21-Jun-2023 09:14,21-Jun-2023 09:52,21-Jun-2023 10:00,21-Jun-2023 03:35,21-Jun-2023 03:44,21-Jun-2023 04:22,21-Jun-2023 04:30,0:38,0.6,0:55,0.9,5327:18,3733,1,
VT-VPA,HAWKER 800XP,258415,0084,143,131,Not A,Not A,23-Jun-2023 07:00,23-Jun-2023 07:08,23-Jun-2023 08:42,23-Jun-2023 08:50,23-Jun-2023 01:30,23-Jun-2023 01:38,23-Jun-2023 03:12,23-Jun-2023 03:20,1:34,1.6,1:50,1.8,5328:52,3734,1,
VT-VPA,HAWKER 800XP,258415,0085,131,143,Not A,Not A,25-Jun-2023 08:55,25-Jun-2023 09:08,25-Jun-2023 10:47,25-Jun-2023 11:00,25-Jun-2023 03:25,25-Jun-2023 03:38,25-Jun-2023 05:17,25-Jun-2023 05:30,1:39,1.7,2:05,2.1,5330:31,3735,1,
VT-VPA,HAWKER 800XP,258415,0086,143,DELHI,Not A,,30-Jun-2023 06:50,30-Jun-2023 07:01,30-Jun-2023 09:44,30-Jun-2023 09:55,30-Jun-2023 01:20,30-Jun-2023 01:31,30-Jun-2023 04:14,30-Jun-2023 04:25,2:43,2.7,3:05,3.1,5333:14,3736,1,
VT-VPA,HAWKER 800XP,258415,0086,DELHI,143,,Not A,30-Jun-2023 16:05,30-Jun-2023 16:23,30-Jun-2023 19:13,30-Jun-2023 19:30,30-Jun-2023 10:35,30-Jun-2023 10:53,30-Jun-2023 13:43,30-Jun-2023 14:00,2:50,2.8,3:25,3.4,5336:04,3737,1,
VT-VPA,HAWKER 800XP,258415,0087,143,205,Not A,Not A,02-Jul-2023 07:10,02-Jul-2023 07:20,02-Jul-2023 07:46,02-Jul-2023 07:55,02-Jul-2023 01:40,02-Jul-2023 01:50,02-Jul-2023 02:16,02-Jul-2023 02:25,0:26,0.4,0:45,0.8,5336:30,3738,1,
VT-VPA,HAWKER 800XP,258415,0087,205,143,Not A,Not A,02-Jul-2023 15:15,02-Jul-2023 15:22,02-Jul-2023 15:43,02-Jul-2023 15:50,02-Jul-2023 09:45,02-Jul-2023 09:52,02-Jul-2023 10:13,02-Jul-2023 10:20,0:21,0.4,0:35,0.6,5336:51,3739,1,
VT-VPA,HAWKER 800XP,258415,0088,143,85,Not A,Not A,04-Jul-2023 20:00,04-Jul-2023 20:15,04-Jul-2023 20:50,04-Jul-2023 21:05,04-Jul-2023 14:30,04-Jul-2023 14:45,04-Jul-2023 15:20,04-Jul-2023 15:35,0:35,0.6,1:05,1.1,5337:26,3740,1,
VT-VPA,HAWKER 800XP,258415,0089,85,143,Not A,Not A,06-Jul-2023 15:40,06-Jul-2023 15:52,06-Jul-2023 16:29,06-Jul-2023 16:40,06-Jul-2023 10:10,06-Jul-2023 10:22,06-Jul-2023 10:59,06-Jul-2023 11:10,0:37,0.6,1:00,1.0,5338:03,3741,1,
VT-VPA,HAWKER 800XP,258415,0090,143,DELHI,Not A,,10-Jul-2023 07:45,10-Jul-2023 07:55,10-Jul-2023 10:30,10-Jul-2023 10:40,10-Jul-2023 02:15,10-Jul-2023 02:25,10-Jul-2023 05:00,10-Jul-2023 05:10,2:35,2.6,2:55,2.9,5340:38,3742,1,
VT-VPA,HAWKER 800XP,258415,0090,DELHI,143,,Not A,10-Jul-2023 17:05,10-Jul-2023 17:20,10-Jul-2023 20:06,10-Jul-2023 20:20,10-Jul-2023 11:35,10-Jul-2023 11:50,10-Jul-2023 14:36,10-Jul-2023 14:50,2:46,2.8,3:15,3.3,5343:24,3743,1,
VT-VPA,HAWKER 800XP,258415,0091,143,85,Not A,Not A,12-Jul-2023 08:30,12-Jul-2023 08:42,12-Jul-2023 09:14,12-Jul-2023 09:25,12-Jul-2023 03:00,12-Jul-2023 03:12,12-Jul-2023 03:44,12-Jul-2023 03:55,0:32,0.5,0:55,0.9,5343:56,3744,1,
